,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
100,2023-06-02,215.17630501489066,192.43258970345408,248.42899493927638,215.17630501489066,215.17630501489066,5.867530937221215,5.867530937221215,5.867530937221215,5.867530937221215,5.867530937221215,5.867530937221215,0.0,0.0,0.0,221.04383595211186
101,2023-06-05,217.1860318663884,192.3548562415932,252.54340558342332,217.1860318663884,217.1860318663884,4.858815854001482,4.858815854001482,4.858815854001482,4.858815854001482,4.858815854001482,4.858815854001482,0.0,0.0,0.0,222.04484772038987
102,2023-06-06,217.85594081688762,195.70594491104185,253.99956590998127,217.85594081688762,217.85594081688762,6.952789558972488,6.952789558972488,6.952789558972488,6.952789558972488,6.952789558972488,6.952789558972488,0.0,0.0,0.0,224.8087303758601
103,2023-06-07,218.52584976738683,194.74733420026718,254.37780997935164,218.52584976738683,218.52584976738683,6.403556996554081,6.403556996554081,6.403556996554081,6.403556996554081,6.403556996554081,6.403556996554081,0.0,0.0,0.0,224.9294067639409
104,2023-06-08,219.19575871832836,195.54275391294024,253.37957230985907,219.19575871832836,219.19575871832836,5.389365609317902,5.389365609317902,5.389365609317902,5.389365609317902,5.389365609317902,5.389365609317902,0.0,0.0,0.0,224.58512432764627
105,2023-06-09,219.8656676692699,198.5100220575853,255.68955487558003,219.8656676692699,219.8656676692699,5.867530937208136,5.867530937208136,5.867530937208136,5.867530937208136,5.867530937208136,5.867530937208136,0.0,0.0,0.0,225.73319860647803
106,2023-06-12,221.87539452209452,199.65280316327397,254.2760159129693,221.87539452209452,221.87539452209452,4.8588158540010165,4.8588158540010165,4.8588158540010165,4.8588158540010165,4.8588158540010165,4.8588158540010165,0.0,0.0,0.0,226.73421037609555
107,2023-06-13,222.54530347303606,200.11826680981034,258.25515039362216,222.54530347303606,222.54530347303606,6.95278955896692,6.95278955896692,6.95278955896692,6.95278955896692,6.95278955896692,6.95278955896692,0.0,0.0,0.0,229.49809303200297
108,2023-06-14,223.2152124239776,201.2219258735893,258.6512348647571,223.2152124239776,223.2152124239776,6.40355699655399,6.40355699655399,6.40355699655399,6.40355699655399,6.40355699655399,6.40355699655399,0.0,0.0,0.0,229.61876942053158
109,2023-06-15,223.88512137491912,200.52786974830016,256.79736432562834,223.88512137491912,223.88512137491912,5.389365609317546,5.389365609317546,5.389365609317546,5.389365609317546,5.389365609317546,5.389365609317546,0.0,0.0,0.0,229.27448698423666
110,2023-06-16,224.55503032586066,200.70318633731455,258.5614283582665,224.55503032586066,224.55503032586066,5.867530937252095,5.867530937252095,5.867530937252095,5.867530937252095,5.867530937252095,5.867530937252095,0.0,0.0,0.0,230.42256126311275
111,2023-06-20,227.2346661296268,203.52014369402403,263.07352441214266,227.2346661296268,227.2346661296268,6.952789558961355,6.952789558961355,6.952789558961355,6.952789558961355,6.952789558961355,6.952789558961355,0.0,0.0,0.0,234.18745568858813
